Area,short names,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
FRA,production_Agr_2,121300,115042,127736.5,131041.5,128509,127305,120279,127088,113823.2,110256,115958,102810,105227,106723,115110,102306,94782,97315.6,111523,137131.6,120170,130400,124091,80801,83492,80858.2,80297,92544,71430,82570,75460,62340,64480
FRA,production_Agr_3,245000,161179.3,74475.2,139630.6,257818.3,259473.7,226484.4,266456.5,278234.4,261495,201033,309694,208533,147367.6,147095,142528,122995,84603,63106,109841.7,140059.2,122520.9,103935.3,110072,227262,336830,338955,415202,398480,428530,406810,439350,375820
FRA,production_Agr_4,33345808,34362204.4,32490754.5,29200262.6,30493197.1,30869728.6,35935157.3,33862197.6,39801138.2,36950991.1,37355956.9,31545319.3,38936514.8,30479361.5,39690179.5,36886102.6,35363563.4,32763445.9,39006372,38336864.7,38207431,35992794.3,37885741.8,38651472,38950202,42750027.4,29316331,38677896,35424140,40604960,30181140,36559450,34632380
FRA,production_Agr_5,1911747,2026068,1876800,1703800,1626800,1683300,1737000,1720000,1632000,1609000,1527600,1561442,1646277,1632047,1577971,1546741,1486675,1502561.1,1502901.1,1515808,1530257.8,1566805.6,1493864.7,1400331,1410854,1447906,1466098.9,1432779.9,1460000,1428460,1434590,1424320,1361310
FRA,production_Agr_6,1726800,1772700,1903000,2033900,2116400,2144000,2161000,2219000,2328000,2353000,2312000,2315200,2346000,2339000,2292572,2274000,2010769,2031200,2274107.8,2261592.5,2254687.8,2217368,2161653,2130578,2120315,2148452.4,2170418,2147550.1,2181530,2200350,2201110,2203830,2152260
FRA,production_Agr_7,1049000,1958786.9,1926651.71,2123996.2,2303518.02,2392460.88,2655471.3,2752791.95,2717648.65,2374293.79,1142755,1164714,1088581,1051540,1017662,1054394,928877,1027391,1049150,1035308,1064308,1086838,1094076,1119868,1141610,1160040,1147333,1161745,1131000,1121000,1130000,1143000,1114430
FRA,production_Agr_8,9104,10017,9969,9474,8921,8756,8932,8950,9341,9342,9698,10249,10458,10381,10477,10393,10585,11335.2,11432,11874,12072.2,11967,12669,12338,12077,12171.5,11715.3,11043.5,6170,6260,6130,6210,6270
FRA,production_Agr_9,26135590,23702111.4,23319965.2,23037768.8,23385355.9,23492579.6,23151250.3,22988723.8,22979013,23010060.3,23165508.6,23074188.4,23435685.3,22910910.7,22689835.5,23128946.9,22674753,22768718.5,23564860,22653085,23301219.4,24361094,23998422,23747341,24978950,25068226,25627060,25539489,25055100,25062000,25234840,24760620,23967960
FRA,trade_export_1,5977,16053,25543,20549,28589,31888,32668,35521,32385,32212,30324,49317,33780,17142,46684,33542,37041,19984,23397,18148,20378,28167,19705,11260,15795.72,13698.31,10568.53,5365.57,10959.27,10525,5703.64,2357.87,6401.1
FRA,trade_export_2,17165168,17264672,17355168,18259094,12650000,16310000,14550000,14600399,13732658,18316504,18034056,15621317,13678411,16366886,14891804,16022528,16580501,14386449,16292571,16872217,21081540,20345934,16469022,19638502,20398723.64,19815324.84,18343653.49,15228664.47,18940343.32,19956974.34,19792596.96,16090548.64,20151547.1
FRA,trade_export_3,8454,14101,13519,9486,26983,34840,30642,27976,26734,22884,20308,5412,21473,28378,17960,31979,33903,17400,9772,18997,24161,34167,38418,20047,28289.37,66039.53,108888.65,87640.02,144116.2,135380.55,187436.06,106370.34,126796.98
FRA,trade_export_4,7194916,4776760,7042037,7757947,8009524,6474138,6651967,7340280,7979443,8352274,7947828,7046438,8378135,7079809,6155982,7377263,6015301,4749125,6137572,6733147,6609262,6246519,6294289,6278304,5853731.34,7190467.57,5440853.59,4265754.53,4968741.28,3672344.85,4558719.68,4302971.11,5156373.04
FRA,trade_export_5,490602,520521,570688,618768,773237,706086,668173,685031,677367,677246,611182,649158,554399,595646,646446,707687,696002,758944,739161,729067,674169,722377,780515,681363,748623.23,786574.55,827774.68,695073.17,713772.41,606901.07,599534.18,442582.7,461072.78
FRA,trade_export_6,340022,382802,396555,444640,446807,479550,499252,469757,500746,453069,415059,370122,373326,362757,343872,355783,284768,326154,342688,348464,381245,426133,380317,389901,346837.61,359679.97,312826.61,300123.83,280923.26,245613.3,221227.81,251678.18,250238.3
FRA,trade_export_7,3301,3065,2923,2784,2160,2195,2438,2267,2255,2162,2162,2177,1720,2410,2628,2666,2854,2668,2531,2486,2580,2684,2749,2471,2368.95,2338.12,2465.34,2618.48,2495.82,2400.6,2181.88,2286.59,2026.01
FRA,trade_export_8,128551,161551,203304,125663,161962,166224,159352,182304,164894,242038,225352,215092,231981,218234,241350,252260,247651,381647,282971,268287,264167,252019,393237,388066,354361.66,335633.27,348138.78,347992.62,353934.98,398514.5,400537.11,417598.38,377113.25
FRA,trade_import_1,8431,14559,15856,10407,9108,8663,7333,12701,7787,7494,6806,10657,5832,8297,10227,8390,8641,7198,9142,19948,17314,33773,23927,18830,13159.21,11320.6,10877.19,10172.51,6502.12,9307.62,10687.02,6896.46,23185.76
FRA,trade_import_2,198847,129571,144236,352971,435717,243036,373867,437790,413480,290860,454147,533187,478214,223471,235087,178531,178325,294052,339809,365829,682484,519412,284858,311601,513652.77,628834.95,936885.45,670202.4,380039.59,301667.83,263210.58,263769.26,201740.09
FRA,trade_import_3,394209,342026,560304,517011,497684,821913,586023,680445,680308,607498,440851,968466,1016832,799633,482343,508666,359214,493680,437904,637811,541528,671638,647673,527640,701438.16,719534.33,1082549.1,574346.76,696699.3,600818.62,620339.64,487734.68,466149.88
FRA,trade_import_4,130056,337024,143989,292923,159770,197165,228278,226505,242915,241044,281458,293257,234729,216805,323019,257315,252916,892593,410122,345820,348191,481643,429312,535338,588080.24,360632.69,466905.25,749797.07,583884.33,704994.87,661441.32,568236.63,648195.58
FRA,trade_import_5,211561,247279,359646,412537,502532,578809,463166,505704,476855,571572,591820,540683,381972,388533,348629,254018,273828,320735,276351,311575,303689,358483,345600,336499,331500.06,353557.8,267741.96,220518.76,162278.98,165966.35,135087.36,97933.77,101347.46
FRA,trade_import_6,39168,42190,50798,49102,61750,69379,90119,87577,104057,110346,124247,135036,132516,147175,158375,180628,182033,213282,230153,256076,292493,317514,317419,310000,322406.02,347871.33,355597.14,374076.19,383587.86,386982.33,367111.55,440762.28,478527.55
FRA,trade_import_7,87,140,235,340,194,204,956,2229,751,805,968,866,1070,1214,1151,1470,1145,1088,1140,1107,769,600,849,769,895.05,899.84,874.45,1079.81,1040.71,1347.09,1433.17,1514.74,1412.75
FRA,trade_import_8,290754,292736,293130,175421,164582,159807,154448,158342,179234,181230,159848,143313,127528,119614,111114,114417,106111,90908,77855,85368,84322,81584,150022,155565,148586.89,132610.94,101474.98,107694.32,103050.35,96042.97,92954.02,122743.2,126693.34
FSM,production_Agr_1,,41.89,43.57,44.78,46.74,48,48.72,49.61,50.51,51.42,52.36,53.32,54.3,55.32,56.38,57.47,58.61,55,63.34,66.97,70.74,74.7,80,90,97.83,85.71,87.89,88.4,89.92,88.74,89.02,89.23,88.99
FSM,production_Agr_2,,0,0,0,0,90,92.5,94.06,95.63,97.22,98.83,100.47,102.13,103.83,105.57,107.35,109.18,100,119.58,128.13,136.69,145.22,160,165,170.55,169.72,173.88,177.4,180.89,177.39,178.56,178.95,178.3
FSM,production_Agr_5,,245.87,245.7,245.97,245.81,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,258.4,243.2,241.7,228.84,240.31,236.53,240.02,236.34,237.37,241.41,250.5,248.1,252.31,253.11,253.39,253.57
FSM,production_Agr_6,,856.28,858,856.21,863.16,873,873,873,873,873,873,873,873,873,873,873,873,876,749.67,885.52,881.72,933.45,931.73,956.58,982.59,991.9,1003.89,1016.97,995.61,1015.91,1028.18,1039.61,1051.01
FSM,production_Agr_7,,153.41,153.55,153.27,153.47,154.01,154.01,154.01,154.01,154.01,154.01,154.01,154.01,154.01,154.01,153.61,151.62,159.6,159.76,158.86,155.07,157.75,159.57,161.41,158.59,158.91,159.19,159.86,159.51,160.11,160.27,160.56,160.86
FSM,production_Agr_8,,13.2,13.21,13.21,13.21,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,14.3,13.71,12.93,12.51,13.01,12.89,13.37,13.22,13.19,13.17,13.18,13.14,13.32,13.37,13.41,13.45
GAB,production_Agr_1,22864,23677,24635,26920,29706,28622,28444,24000,26200,26800,25900,25150,24000,31000,30228.03,34169.58,32000,33000,35003.96,38431.19,39333.08,40913.5,41707.52,42501.82,43117.41,43730.71,44272.11,44733.65,45421.29,44809.02,44987.99,45072.76,44956.59
GAB,production_Agr_2,800,1000,734.94,400,800,829.62,867.16,896.67,928.84,960.83,1000,1018.46,1046.04,1075.3,1106.77,1139.4,1170.89,1100,1282.79,1351.29,1420.92,1491.52,1700,1700,1663.95,1684.31,1727.6,1691.96,1760.1,1726.55,1726.2,1737.62,1730.12
GAB,production_Agr_3,3264,2287,2492,2338,1792,2000,1960,996,1500,2000,2200,2283.09,2415.22,2549.46,2686,2698.43,2817.84,2899.2,3003.32,3142.75,3290.98,3500,3600,4000,4238.4,3881.66,3856.68,3911.17,3981.08,3916.31,3936.19,3944.53,3932.34
GAB,production_Agr_5,924,950.4,1003.2,1016.4,1029.6,1016.4,990,937.2,950.4,990,1115.4,1207.8,996.6,1273.8,1438.8,1570.8,1108.8,1029.6,1122,1122,1135.2,1148.4,1155,1161.6,1182.79,1161.99,1047.26,921.1,1020.87,918.8,907.76,899.93,892.68
GAB,production_Agr_6,2338,2730,2970,3150,2940,2400,2730,3420,3600,3450,3300,3300,3300,3300,3300,3300,3300,3330,3390,3390,3390,3390,3450,3600,3553.91,3509.1,3521.98,3540.56,3540.65,3563.98,3547.46,3560.94,3574.45
GAB,production_Agr_7,2560,2720,2880,2960,3040,3200,3280,3440,3480,3640,3760,3760,3640,3600,3720,3760,3680,3920,3840,3760,3760,3760,3840,3920,3910.63,3943.28,3967.22,3994.81,4016.36,4050.6,4080.79,4111.35,4141.97
GAB,production_Agr_8,225,230,240,250,255,258,261,264,267,270,270,270,270,270,270,283,270,275,280,280,284.29,285,290,330,329.79,325.83,324.33,324.78,329.71,341.89,348.16,353.48,358.79
GAB,production_Agr_9,1000,7021.36,7576.05,7715.58,7855.17,10783.63,8134.49,8274.22,8552.66,8692.53,10382.49,10389.1,10395.72,10181.99,10188.48,10194.97,10201.46,13011.04,13152,13153.82,13294.84,13296.68,13577.02,13857.47,14000,14150,13850,14000,10568.32,10547.82,10602.3,10644.28,10686.27
GAB,trade_export_1,,,,,,,,,,23,157,8,,,,,,,,,,,,,,,,,,0.05,,1.1,
GAB,trade_export_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
GAB,trade_export_4,,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,44.83,,10,
GAB,trade_export_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.23,,,
GAB,trade_export_6,,,,,,2,0,0,0,3,6,38,110,110,0,0,0,0,0,0,0,0,0,0,,52,,,,,58.2,418.68,
GAB,trade_export_8,,,,,,,,,,,,,,,,50,0,0,0,0,0,0,0,0,,,,,0.35,,,,
GAB,trade_import_1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.04,1.33,0.88,0.19,2,0.05,,,0.15
GAB,trade_import_2,29387,41751,40156,40296,42602,39192,39283,42362,49317,41255,45317,69097,63720,34300,72482,76147,77578,80551,81051,91701,89585,94400,111035,102705,106002.73,111075.19,106551.78,99326.32,114383.54,101016.64,110981.5,124047.14,122506.5
GAB,trade_import_3,,,,,200,0,100,440,537,990,0,0,106,1134,0,1404,1908,1521,1064,1425,1623,1748,1792,2181,2688.97,2212.35,2414.1,2721.87,1838.5,1353.1,1772.95,1385.31,1323.08
GAB,trade_import_4,1451,1515,1874,897,157,28,26,201,361,900,401,817,3231,520,334,471,269,342,261,342,239,415,319,447,436.65,621.87,572.18,471.29,655.38,460.23,604.43,448.9,616.01
GAB,trade_import_5,130,380,500,455,535,1124,1374,1357,1667,1333,1498,1528,1418,817,1537,1402,1805,2207,2409,2846,2697,3192,3922,3551,4382.11,4347.82,4070.07,3356.41,3629.7,3491.47,3811.41,3754.27,3900.11
GAB,trade_import_6,2242,4600,4400,1900,3868,6944,5545,7804,8358,6770,13399,17539,8106,8647,22452,26980,22639,32624,30410,44357,43686,54901,54617,58357,61388.17,68655.73,60533.64,61274.68,64960.93,66633.26,71830.08,73024.56,79176.46
GAB,trade_import_7,3,0,0,6,31,0,2,5,2,21,30,11,0,22,15,16,35,30,30,1,0,0,0,2,2.05,,,,24.86,0.12,,0.91,5.28
GAB,trade_import_8,548,1300,2000,113,121,27,57,1871,2845,3299,4304,2969,2743,1320,2971,3195,3958,3500,1306,1265,1634,1982,2432,4175,4550.59,5624.45,4507.03,6185.53,5944.53,6341.13,6836.42,8488.71,6730.29
GBR,production_Agr_4,14033000,14362419,14093267,12890070,13314154,14309981,16071178,15018248,15449029,14866478,16703526,11580107,15972556,14281852,15473000,14863000,14755222,13220620,17227051,14075596,14877835,15257083,13261000,11921304,16606009,16444000,14383000,14837000,13555000,16225000,9658000,13988000,15540000
GBR,production_Agr_5,1001743,1019566,973000,888000,947000,1002000,710000,688000,699000,679000,705000,645000,694000,699000,719000,762000,847281,882000,862000,833000,908000,936000,885000,847000,877000,885000,915000,905000,922000,914000,932000,906000,925000
GBR,production_Agr_6,946080,978980,1002000,1023000,1061000,1017000,1004000,1091000,1135000,1042000,899000,777000,774000,716000,708000,706000,696549,739000,740000,720253,758000,806000,825000,833000,863000,900000,919000,903000,927000,957000,984000,1037000,1043000
GBR,production_Agr_7,790010,836905,979000,999000,1065000,1077000,1130000,1186000,1209200,1213900,1214800,1262730,1272046,1294783,1294573,1333789,1288832,1270170,1259060,1270000,1376000,1353000,1379000,1443000,1442000,1521000,1608000,1660000,1750000,1726000,1794000,1841000,1815000
GBR,production_Agr_9,15251204,14762812,14776300,14828900,14990700,14844300,14808300,14841000,14632000,15014000,14488000,14707000,14869000,15010000,14555000,14473000,14316000,14023000,13719000,13852000,14071000,13849000,13843000,13935000,15050000,15324000,14662000,15267000,15311000,15671450,15685870,15670420,15540640
GBR,trade_export_1,1,0,0,87,13,13,37,229,119,204,136,475,912,656,599,433,759,356,293,297,749,269,397,718,692.64,935.05,432.83,858.48,569.49,319.55,198.57,90.62,141.06
GBR,trade_export_2,4459887,4024325,3975266,3897550,3494053,2669090,3674553,3645254,4213126,2853089,3526823,1626114,1624012,3657581,2523344,2494775,2116509,1911502,2765721,2533103,3334768,2287100,1503413,447822,1142846.09,2000561.8,2912752.8,644186.25,352916.15,1023644.52,520081.74,294468.6,864647.15
GBR,trade_export_3,1197,1058,1847,1402,4929,5268,3273,10487,12885,7644,10549,2012,8077,10471,2628,2854,15806,13387,2407,4371,11163,713,1028,470,1525.16,5385.76,9339.26,11330.67,21090.22,23047.24,23274.65,519.64,624.45
GBR,trade_export_4,15526,14714,12697,13814,17294,11449,20208,9379,2868,9505,19859,8163,12055,14991,19693,14061,25359,16544,19108,14535,24009,35125,40010,138096,125948.58,126749.99,151826.01,164260.35,182932.32,171230.2,138934.45,119437.8,144464.74
GBR,trade_export_5,64820,67777,70290,91429,125106,114594,25275,71045,160914,207540,158212,63298,64506,195429,250359,490080,651521,429693,455656,458803,471242,562433,542470,498438,601321.55,629565.32,603628.47,799838.34,842240.04,799956.52,751724.67,718038.92,759487.82
GBR,trade_export_6,28417,36070,36580,42865,65050,87637,102664,114004,113255,117797,109337,129332,153488,184205,189578,181462,166947,226959,217976,202140,215292,225420,223138,262887,272761.88,240618.77,242608.34,279152.9,299100.13,318307.83,377905.64,310196.19,229516.31
GBR,trade_export_7,16,23,8,0,35,8,44,15,0,0,3,0,0,0,0,65,22,48,533,71,649,324,181,307,321.71,176.9,175.32,186.57,91.48,129.56,66.12,174.84,33.64
GBR,trade_export_8,49013,73138,93994,63320,75588,66936,64406,76702,78383,114101,109878,19525,62876,48281,51203,56288,60631,67788,78278,64401,70866,86081,113995,133257,136240.36,141799.66,164378.85,175104.89,177133.4,210922.57,225047.07,175429.7,166722.9
GBR,trade_import_1,645,1182,1583,569,760,243,295,1038,1852,3684,2440,7613,10232,14278,15405,7785,5566,5890,10905,8192,8980,10638,10306,10199,5479.19,5900.77,5670.01,6144.58,5818.55,6894.01,6835.08,4461.69,365.84
GBR,trade_import_2,871835,743272,1273810,1635031,1118903,879552,667908,1102422,1248980,1186700,1160786,1300043,1279177,973113,774718,1195425,1018623,1239050,1248302,1390207,1110861,901511,1784946,2963404,1815288.68,1537798.51,1472282.7,1868861.25,2148066.02,1210183.68,2133002.46,2059943.94,1634296.02
GBR,trade_import_3,763090,621224,646651,727225,644242,656101,1010895,969631,1043387,639590,776112,878587,982245,967361,731428,776493,721481,819061,781480,904967,858223,772249,803392,657943,824211.91,776070.1,724970.16,756784.1,811431.9,642696.49,814994.99,583761.79,906606.67
GBR,trade_import_4,1627069,1518352,1690422,1507988,1626319,1501563,1373205,1472912,1300988,1267219,1346304,1545191,1467942,1429807,1282900,1268603,1124438,1403539,1061262,899955,963116,963458,1282377,2061883,2177227.68,1818542.14,1657884.19,2157122.81,2301827.1,2781577.26,2670571.43,2619711.19,2478983.26
GBR,trade_import_5,16158,18995,70667,45362,91076,74183,41527,61953,76448,84364,98243,79838,37349,145896,29616,27909,55909,61884,110235,58112,89855,121675,116008,181812,148597.25,136967.39,82321.48,176249.95,187193.91,165052.99,172591.84,300538.35,257778.46
GBR,trade_import_6,111149,111889,147446,129546,157794,153985,155220,149351,250759,257821,259132,255679,265208,292936,342275,352550,327192,338838,296503,304254,342373,371557,355693,350658,339981.52,360050.63,378285.1,366959.6,382643.46,378688.15,368593.39,355374.17,444974.18
GBR,trade_import_7,0,7,12,1,1,17,45,4,10,24,231,18,122,56,18,419,376,257,332,448,1030,678,354,624,348.54,462.11,290.11,237.99,189.08,276.52,818.04,823.57,1337.51
GBR,trade_import_8,76206,70369,84617,36436,32134,38325,51085,45608,52176,101127,131970,133515,149146,202499,197659,221120,232776,235561,165000,159615,177705,186372,222796,216816,218093.18,228374.94,250362.82,249353.7,254775.64,243674.01,204645.83,151591.96,130247.51
GEO,production_Agr_1,,,220000,242800,342800,386500,490900,546300,420220,490491,295911,288562,400066,461866,410613,421347,217400,295800,328200,291000,141100,269600,267000,363900,291600,184600,243700,142500,194200,207100,255000,233000,152900
GEO,production_Agr_10,,,0,0,0,0,0,0,0,0,0,3090,2575,2698.6,3136.35,3329.99,2678,2369,2070.3,2039.4,2070.3,1977.6,2132.1,2719.2,3059.1,3028.2,3059.1,3182.7,3296,3213.6,3440.2,3502,3120
GEO,production_Agr_3,,,400,100,140,150,1000,1900,1121,1113,2477,1417,1921,3710,2214,2200,3700,2800,2300,1200,953.33,2098.53,1951.77,1923.87,2016.89,2047,2000,2000,2000,2000,4000,3000,3000
GEO,production_Agr_4,,,190700,114000,89400,76500,107400,291700,144629,226073,89406,306479,199675,225414,185834,190137,69700,74900,80300,53900,48400,96800,80700,81000,47500,125600,126600,97900,107100,100600,102400,135900,156800
GEO,production_Agr_5,,,40300,40000,43600,52700,54200,56000,42793,41305,48266,47010,49220,50079,46700,46404,33000,31300,25100,29200,26700,21300,16200,20200,22800,24400,21500,21400,22900,22100,20100,20500,23800
GEO,production_Agr_6,,,56500,44800,47300,44300,45500,46700,42251,40770,36876,34725,36064,36699,34737,33340,31100,21400,11400,8200,12800,11600,11800,14900,17300,18700,16100,15500,17600,18300,19800,21800,20700
GEO,production_Agr_7,,,10200,8800,9300,10000,8600,11400,10459,11346,13694,12848,13218,13446,15181,16906,11200,12400,12900,12400,11600,12000,11700,10100,14600,18400,22900,21800,22100,22400,23700,25000,24000
GEO,production_Agr_8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEO,production_Agr_9,,,368800,376000,416400,469400,521900,592800,611900,666984.74,622649.42,711133.63,742324.09,765568.1,752415,759110,616764,635407,658273,561144,598430,592971,600078,613777,596267,573195,546106,533643,561659,568560,575461,594619,588162.96
GEO,trade_export_1,,,,,,,,,,,,,,,3,1,0,0,0,128,0,22,0,38,11.93,,,1.68,,,0.2,8.68,
GEO,trade_export_2,,,,4300,7363,3591,7048,13000,14000,22000,7851,36000,55778,81849,112856,53000,38530,26726,9293,15162,35619,19719,174396,150017,39801.27,655.98,4951.87,21060.35,12108.47,3312.67,43.81,1557.74,0.03
GEO,trade_export_3,,,,,,,,,,,,44,0,0,0,1120,0,5,0,0,0,0,0,110,836.73,627.32,,,,59.5,19.65,,
GEO,trade_export_4,,,,,,,,,,,58,50,10,1569,873,8067,28076,17255,6716,5432,9693,2077,22980,39991,26536.56,17146.22,6458.27,783.2,1161.51,769.64,593.27,2433.33,1742.68
GEO,trade_export_5,,,,,,,7,36,46,1,8,1,0,7,19,1,0,0,0,5,15,8,0,0,,,0,,,,0.04,,
GEO,trade_export_6,,,,,,,,700,1300,2300,471,92,3283,407,1222,795,680,906,264,172,712,786,355,103,647.88,41.52,11507.4,5256.31,8310.81,4000.97,8607.64,9320.55,19171.55
GEO,trade_export_7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84,0.85,0.07,,,0.08,
GEO,trade_export_8,,,,,,600,100,100,100,100,100,0,100,75,1,3,36,28,26,20,12,9,26,17,43.54,53.51,105.89,0.59,172.63,339.32,454.7,1672.64,1845.45
GEO,trade_import_1,,,,,,,22,,,117,868,328,524,1615,696,4291,4572,4421,899,106,83,483,541,30,270.32,269.25,245.32,512.45,295.52,743.01,1004.41,714.52,24.44
GEO,trade_import_2,,,700000,797000,16647,886000,843000,720000,791000,763000,832000,687000,786000,840011,843345,774000,786281,707912,348113,514997,720112,623918,897587,654420,566827.03,538941.73,456269.27,514139.2,576751.76,513726.04,490945,366766.08,184040.32
GEO,trade_import_3,,,,,,30,,,,,50,22,19,28,73,1197,46,13,32,14,0,6,10,1333,7089.64,8547.24,8910.79,8336.57,3705.21,84.07,1713.81,132.02,61.64
GEO,trade_import_4,,,,,1,1,4,23,1,93,197,355,361,2468,626,20833,41974,16400,22239,31567,14612,25356,22983,56249,57154.87,70582.8,69535.42,80244.83,78306.2,88193.15,118675.45,79801.98,33164.53
GEO,trade_import_5,,,,,,,10,63,84,2,14,31,38,257,688,678,852,1148,1078,876,897,791,1208,1254,1707.82,2299.97,2493.19,3363.27,4666.67,5639.09,5181.12,6266.53,6873.48
